mode,K,N,sample,k_eff_target,k_eff_actual,c,window_floored,query_ref,needle_lo,needle_hi,arm,outcome,first_code,needle_in_topk,keff_onset,prompt_hash,oom
neardup,16,32000,2,1300,1300,0.040608,0,6782,14267,14281,sparse,WRONG_NEEDLE,4739781,0.619,,df9729edb050,False
neardup,16,32000,2,2000,2000,0.062465,0,6782,14267,14281,sparse,WRONG_NEEDLE,4739781,0.666,,df9729edb050,False
neardup,16,32000,2,2600,2600,0.081200,0,6782,14267,14281,sparse,WRONG_NEEDLE,4739781,0.693,,df9729edb050,False
neardup,16,32000,2,3500,3500,0.109302,0,6782,14267,14281,sparse,WRONG_NEEDLE,4739781,0.723,,df9729edb050,False
neardup,16,32000,2,5200,5200,0.162384,0,6782,14267,14281,sparse,WRONG_NEEDLE,4739781,0.797,,df9729edb050,False
neardup,16,32000,3,dense,-,-,-,2170,31539,31553,dense,CORRECT,8274793,,,b556f2e9b1ae,False
neardup,16,32000,3,1300,1300,0.040608,0,2170,31539,31553,sparse,CORRECT,8274793,0.955,,b556f2e9b1ae,False
neardup,16,32000,3,2000,2000,0.062465,0,2170,31539,31553,sparse,CORRECT,8274793,0.982,,b556f2e9b1ae,False
neardup,16,32000,3,2600,2600,0.081200,0,2170,31539,31553,sparse,CORRECT,8274793,0.986,,b556f2e9b1ae,False
neardup,16,32000,3,3500,3500,0.109302,0,2170,31539,31553,sparse,CORRECT,8274793,0.998,,b556f2e9b1ae,False
neardup,16,32000,3,5200,5200,0.162384,0,2170,31539,31553,sparse,CORRECT,8274793,0.998,,b556f2e9b1ae,False
neardup,16,32000,4,dense,-,-,-,8125,23481,23495,dense,CORRECT,1581123,,,9d5513c6a683,False
neardup,16,32000,4,1300,1300,0.040608,0,8125,23481,23495,sparse,CORRECT,1581123,0.922,,9d5513c6a683,False
neardup,16,32000,4,2000,2000,0.062465,0,8125,23481,23495,sparse,CORRECT,1581123,0.953,,9d5513c6a683,False
neardup,16,32000,4,2600,2600,0.081200,0,8125,23481,23495,sparse,CORRECT,1581123,0.971,,9d5513c6a683,False
neardup,16,32000,4,3500,3500,0.109302,0,8125,23481,23495,sparse,CORRECT,1581123,0.984,,9d5513c6a683,False
neardup,16,32000,4,5200,5200,0.162384,0,8125,23481,23495,sparse,CORRECT,1581123,0.992,,9d5513c6a683,False
neardup,16,32000,5,dense,-,-,-,3118,26558,26572,dense,CORRECT,1721913,,,0a91c21c9491,False
neardup,16,32000,5,1300,1300,0.040608,0,3118,26558,26572,sparse,CORRECT,1721913,0.725,,0a91c21c9491,False
neardup,16,32000,5,2000,2000,0.062465,0,3118,26558,26572,sparse,CORRECT,1721913,0.787,,0a91c21c9491,False
neardup,16,32000,5,2600,2600,0.081200,0,3118,26558,26572,sparse,CORRECT,1721913,0.828,,0a91c21c9491,False
neardup,16,32000,5,3500,3500,0.109302,0,3118,26558,26572,sparse,CORRECT,1721913,0.883,,0a91c21c9491,False
neardup,16,32000,5,5200,5200,0.162384,0,3118,26558,26572,sparse,CORRECT,1721913,0.936,,0a91c21c9491,False
neardup,16,32000,6,dense,-,-,-,5831,23334,23348,dense,CORRECT,1055779,,,7b0b67a57c58,False
neardup,16,32000,6,1300,1300,0.040608,0,5831,23334,23348,sparse,CORRECT,1055779,0.906,,7b0b67a57c58,False
neardup,16,32000,6,2000,2000,0.062465,0,5831,23334,23348,sparse,CORRECT,1055779,0.943,,7b0b67a57c58,False
neardup,16,32000,6,2600,2600,0.081200,0,5831,23334,23348,sparse,CORRECT,1055779,0.961,,7b0b67a57c58,False
neardup,16,32000,6,3500,3500,0.109302,0,5831,23334,23348,sparse,CORRECT,1055779,0.979,,7b0b67a57c58,False
neardup,16,32000,6,5200,5200,0.162384,0,5831,23334,23348,sparse,CORRECT,1055779,0.988,,7b0b67a57c58,False
neardup,16,32000,7,dense,-,-,-,9451,28642,28656,dense,CORRECT,7151579,,,2ddb0ed620d2,False
neardup,16,32000,7,1300,1300,0.040608,0,9451,28642,28656,sparse,CORRECT,7151579,0.947,,2ddb0ed620d2,False
neardup,16,32000,7,2000,2000,0.062465,0,9451,28642,28656,sparse,CORRECT,7151579,0.969,,2ddb0ed620d2,False
neardup,16,32000,7,2600,2600,0.081200,0,9451,28642,28656,sparse,CORRECT,7151579,0.979,,2ddb0ed620d2,False
neardup,16,32000,7,3500,3500,0.109302,0,9451,28642,28656,sparse,CORRECT,7151579,0.990,,2ddb0ed620d2,False
neardup,16,32000,7,5200,5200,0.162384,0,9451,28642,28656,sparse,CORRECT,7151579,0.996,,2ddb0ed620d2,False
neardup,16,32000,8,dense,-,-,-,6544,13513,13527,dense,CORRECT,1811778,,,51b24b9e2505,False
neardup,16,32000,8,1300,1300,0.040608,0,6544,13513,13527,sparse,CORRECT,1811778,0.518,,51b24b9e2505,False
neardup,16,32000,8,2000,2000,0.062465,0,6544,13513,13527,sparse,CORRECT,1811778,0.580,,51b24b9e2505,False
neardup,16,32000,8,2600,2600,0.081200,0,6544,13513,13527,sparse,CORRECT,1811778,0.613,,51b24b9e2505,False
neardup,16,32000,8,3500,3500,0.109302,0,6544,13513,13527,sparse,CORRECT,1811778,0.656,,51b24b9e2505,False
neardup,16,32000,8,5200,5200,0.162384,0,6544,13513,13527,sparse,CORRECT,1811778,0.736,,51b24b9e2505,False
neardup,16,32000,9,dense,-,-,-,6166,25387,25401,dense,CORRECT,9669227,,,31880a656245,False
neardup,16,32000,9,1300,1300,0.040608,0,6166,25387,25401,sparse,CORRECT,9669227,0.623,,31880a656245,False
neardup,16,32000,9,2000,2000,0.062465,0,6166,25387,25401,sparse,CORRECT,9669227,0.695,,31880a656245,False
neardup,16,32000,9,2600,2600,0.081200,0,6166,25387,25401,sparse,CORRECT,9669227,0.742,,31880a656245,False
neardup,16,32000,9,3500,3500,0.109302,0,6166,25387,25401,sparse,CORRECT,9669227,0.789,,31880a656245,False
neardup,16,32000,9,5200,5200,0.162384,0,6166,25387,25401,sparse,CORRECT,9669227,0.854,,31880a656245,False
neardup,16,32000,10,dense,-,-,-,8879,24406,24420,dense,CORRECT,4533971,,,7bb31bcbc3c8,False
neardup,16,32000,10,1300,1300,0.040608,0,8879,24406,24420,sparse,CORRECT,4533971,0.744,,7bb31bcbc3c8,False
neardup,16,32000,10,2000,2000,0.062465,0,8879,24406,24420,sparse,CORRECT,4533971,0.822,,7bb31bcbc3c8,False
neardup,16,32000,10,2600,2600,0.081200,0,8879,24406,24420,sparse,CORRECT,4533971,0.875,,7bb31bcbc3c8,False
neardup,16,32000,10,3500,3500,0.109302,0,8879,24406,24420,sparse,CORRECT,4533971,0.906,,7bb31bcbc3c8,False
neardup,16,32000,10,5200,5200,0.162384,0,8879,24406,24420,sparse,CORRECT,4533971,0.949,,7bb31bcbc3c8,False
neardup,16,32000,11,dense,-,-,-,5577,8106,8120,dense,WRONG_NEEDLE,2652752,,,8eb7e50683ce,False
neardup,16,32000,11,1300,1300,0.040608,0,5577,8106,8120,sparse,WRONG_NEEDLE,2652752,0.818,,8eb7e50683ce,False
neardup,16,32000,11,2000,2000,0.062465,0,5577,8106,8120,sparse,WRONG_NEEDLE,2652752,0.877,,8eb7e50683ce,False
neardup,16,32000,11,2600,2600,0.081200,0,5577,8106,8120,sparse,WRONG_NEEDLE,2652752,0.902,,8eb7e50683ce,False
neardup,16,32000,11,3500,3500,0.109302,0,5577,8106,8120,sparse,WRONG_NEEDLE,2652752,0.926,,8eb7e50683ce,False
neardup,16,32000,11,5200,5200,0.162384,0,5577,8106,8120,sparse,WRONG_NEEDLE,2652752,0.965,,8eb7e50683ce,False
neardup,16,32000,12,dense,-,-,-,3032,22638,22652,dense,CORRECT,5114014,,,5299902b1787,False
neardup,16,32000,12,1300,1300,0.040608,0,3032,22638,22652,sparse,CORRECT,5114014,0.799,,5299902b1787,False
neardup,16,32000,12,2000,2000,0.062465,0,3032,22638,22652,sparse,CORRECT,5114014,0.873,,5299902b1787,False
neardup,16,32000,12,2600,2600,0.081200,0,3032,22638,22652,sparse,CORRECT,5114014,0.896,,5299902b1787,False
neardup,16,32000,12,3500,3500,0.109302,0,3032,22638,22652,sparse,CORRECT,5114014,0.947,,5299902b1787,False
neardup,16,32000,12,5200,5200,0.162384,0,3032,22638,22652,sparse,CORRECT,5114014,0.979,,5299902b1787,False
neardup,16,32000,13,dense,-,-,-,7939,5076,5090,dense,CORRECT,1233808,,,24b5e7a86adb,False
neardup,16,32000,13,1300,1300,0.040608,0,7939,5076,5090,sparse,CORRECT,1233808,0.799,,24b5e7a86adb,False
neardup,16,32000,13,2000,2000,0.062465,0,7939,5076,5090,sparse,CORRECT,1233808,0.873,,24b5e7a86adb,False
neardup,16,32000,13,2600,2600,0.081200,0,7939,5076,5090,sparse,CORRECT,1233808,0.904,,24b5e7a86adb,False
neardup,16,32000,13,3500,3500,0.109302,0,7939,5076,5090,sparse,CORRECT,1233808,0.922,,24b5e7a86adb,False
neardup,16,32000,13,5200,5200,0.162384,0,7939,5076,5090,sparse,CORRECT,1233808,0.943,,24b5e7a86adb,False
neardup,16,32000,14,dense,-,-,-,3270,8216,8230,dense,CORRECT,7697841,,,8e68a78f63d6,False
neardup,16,32000,14,1300,1300,0.040608,0,3270,8216,8230,sparse,CORRECT,7697841,0.598,,8e68a78f63d6,False
neardup,16,32000,14,2000,2000,0.062465,0,3270,8216,8230,sparse,CORRECT,7697841,0.627,,8e68a78f63d6,False
neardup,16,32000,14,2600,2600,0.081200,0,3270,8216,8230,sparse,CORRECT,7697841,0.645,,8e68a78f63d6,False
neardup,16,32000,14,3500,3500,0.109302,0,3270,8216,8230,sparse,CORRECT,7697841,0.654,,8e68a78f63d6,False
neardup,16,32000,14,5200,5200,0.162384,0,3270,8216,8230,sparse,CORRECT,7697841,0.693,,8e68a78f63d6,False
neardup,16,32000,15,dense,-,-,-,7442,3104,3118,dense,CORRECT,6243065,,,a83a68ec0839,False
neardup,16,32000,15,1300,1300,0.040608,0,7442,3104,3118,sparse,CORRECT,6243065,0.779,,a83a68ec0839,False
neardup,16,32000,15,2000,2000,0.062465,0,7442,3104,3118,sparse,CORRECT,6243065,0.850,,a83a68ec0839,False
neardup,16,32000,15,2600,2600,0.081200,0,7442,3104,3118,sparse,CORRECT,6243065,0.896,,a83a68ec0839,False
neardup,16,32000,15,3500,3500,0.109302,0,7442,3104,3118,sparse,CORRECT,6243065,0.932,,a83a68ec0839,False
neardup,16,32000,15,5200,5200,0.162384,0,7442,3104,3118,sparse,CORRECT,6243065,0.955,,a83a68ec0839,False
neardup,16,32000,16,dense,-,-,-,5934,12943,12957,dense,CORRECT,4903777,,,b2009c587816,False
neardup,16,32000,16,1300,1300,0.040608,0,5934,12943,12957,sparse,CORRECT,4903777,0.633,,b2009c587816,False
neardup,16,32000,16,2000,2000,0.062465,0,5934,12943,12957,sparse,CORRECT,4903777,0.686,,b2009c587816,False
neardup,16,32000,16,2600,2600,0.081200,0,5934,12943,12957,sparse,CORRECT,4903777,0.730,,b2009c587816,False
neardup,16,32000,16,3500,3500,0.109302,0,5934,12943,12957,sparse,CORRECT,4903777,0.781,,b2009c587816,False
neardup,16,32000,16,5200,5200,0.162384,0,5934,12943,12957,sparse,CORRECT,4903777,0.842,,b2009c587816,False
neardup,16,32000,17,dense,-,-,-,4669,27930,27944,dense,CORRECT,5242558,,,78687fb15f0a,False
neardup,16,32000,17,1300,1300,0.040608,0,4669,27930,27944,sparse,CORRECT,5242558,0.916,,78687fb15f0a,False
neardup,16,32000,17,2000,2000,0.062465,0,4669,27930,27944,sparse,CORRECT,5242558,0.959,,78687fb15f0a,False
neardup,16,32000,17,2600,2600,0.081200,0,4669,27930,27944,sparse,CORRECT,5242558,0.975,,78687fb15f0a,False
neardup,16,32000,17,3500,3500,0.109302,0,4669,27930,27944,sparse,CORRECT,5242558,0.986,,78687fb15f0a,False
neardup,16,32000,17,5200,5200,0.162384,0,4669,27930,27944,sparse,CORRECT,5242558,0.996,,78687fb15f0a,False
neardup,16,32000,18,dense,-,-,-,3563,12378,12392,dense,CORRECT,7399575,,,bc6c323278c5,False
neardup,16,32000,18,1300,1300,0.040608,0,3563,12378,12392,sparse,CORRECT,7399575,0.805,,bc6c323278c5,False
neardup,16,32000,18,2000,2000,0.062465,0,3563,12378,12392,sparse,CORRECT,7399575,0.861,,bc6c323278c5,False
neardup,16,32000,18,2600,2600,0.081200,0,3563,12378,12392,sparse,CORRECT,7399575,0.891,,bc6c323278c5,False
neardup,16,32000,18,3500,3500,0.109302,0,3563,12378,12392,sparse,CORRECT,7399575,0.926,,bc6c323278c5,False
neardup,16,32000,18,5200,5200,0.162384,0,3563,12378,12392,sparse,CORRECT,7399575,0.959,,bc6c323278c5,False
neardup,16,32000,19,dense,-,-,-,8052,24823,24837,dense,CORRECT,4769622,,,7b07298314c4,False
neardup,16,32000,19,1300,1300,0.040608,0,8052,24823,24837,sparse,CORRECT,4769622,0.637,,7b07298314c4,False
neardup,16,32000,19,2000,2000,0.062465,0,8052,24823,24837,sparse,CORRECT,4769622,0.727,,7b07298314c4,False
neardup,16,32000,19,2600,2600,0.081200,0,8052,24823,24837,sparse,CORRECT,4769622,0.783,,7b07298314c4,False
neardup,16,32000,19,3500,3500,0.109302,0,8052,24823,24837,sparse,CORRECT,4769622,0.828,,7b07298314c4,False
neardup,16,32000,19,5200,5200,0.162384,0,8052,24823,24837,sparse,CORRECT,4769622,0.889,,7b07298314c4,False
neardup,16,32000,20,dense,-,-,-,2878,1958,1972,dense,CORRECT,6734443,,,d10fe271bf26,False
neardup,16,32000,20,1300,1300,0.040608,0,2878,1958,1972,sparse,CORRECT,6734443,0.703,,d10fe271bf26,False
neardup,16,32000,20,2000,2000,0.062465,0,2878,1958,1972,sparse,CORRECT,6734443,0.768,,d10fe271bf26,False
neardup,16,32000,20,2600,2600,0.081200,0,2878,1958,1972,sparse,CORRECT,6734443,0.814,,d10fe271bf26,False
neardup,16,32000,20,3500,3500,0.109302,0,2878,1958,1972,sparse,CORRECT,6734443,0.857,,d10fe271bf26,False
neardup,16,32000,20,5200,5200,0.162384,0,2878,1958,1972,sparse,CORRECT,6734443,0.904,,d10fe271bf26,False
neardup,16,32000,21,dense,-,-,-,8601,4350,4364,dense,WRONG_NEEDLE,5534554,,,3a86a61b1fd7,False
neardup,16,32000,21,1300,1300,0.040608,0,8601,4350,4364,sparse,WRONG_NEEDLE,5534554,0.658,,3a86a61b1fd7,False
neardup,16,32000,21,2000,2000,0.062465,0,8601,4350,4364,sparse,WRONG_NEEDLE,5534554,0.730,,3a86a61b1fd7,False
neardup,16,32000,21,2600,2600,0.081200,0,8601,4350,4364,sparse,WRONG_NEEDLE,5534554,0.768,,3a86a61b1fd7,False
neardup,16,32000,21,3500,3500,0.109302,0,8601,4350,4364,sparse,WRONG_NEEDLE,5534554,0.820,,3a86a61b1fd7,False
neardup,16,32000,21,5200,5200,0.162384,0,8601,4350,4364,sparse,WRONG_NEEDLE,5534554,0.895,,3a86a61b1fd7,False
neardup,16,32000,22,dense,-,-,-,3205,30823,30837,dense,CORRECT,8259701,,,2f7ddc2288b5,False
neardup,16,32000,22,1300,1300,0.040608,0,3205,30823,30837,sparse,CORRECT,8259701,0.980,,2f7ddc2288b5,False
neardup,16,32000,22,2000,2000,0.062465,0,3205,30823,30837,sparse,CORRECT,8259701,0.990,,2f7ddc2288b5,False
neardup,16,32000,22,2600,2600,0.081200,0,3205,30823,30837,sparse,CORRECT,8259701,0.996,,2f7ddc2288b5,False
neardup,16,32000,22,3500,3500,0.109302,0,3205,30823,30837,sparse,CORRECT,8259701,0.998,,2f7ddc2288b5,False
neardup,16,32000,22,5200,5200,0.162384,0,3205,30823,30837,sparse,CORRECT,8259701,1.000,,2f7ddc2288b5,False
neardup,16,32000,23,dense,-,-,-,9145,19088,19102,dense,WRONG_NEEDLE,5879522,,,265c926c04b9,False
neardup,16,32000,23,1300,1300,0.040608,0,9145,19088,19102,sparse,WRONG_NEEDLE,5879522,0.688,,265c926c04b9,False
neardup,16,32000,23,2000,2000,0.062465,0,9145,19088,19102,sparse,WRONG_NEEDLE,5879522,0.748,,265c926c04b9,False
neardup,16,32000,23,2600,2600,0.081200,0,9145,19088,19102,sparse,WRONG_NEEDLE,5879522,0.785,,265c926c04b9,False
neardup,16,32000,23,3500,3500,0.109302,0,9145,19088,19102,sparse,WRONG_NEEDLE,5879522,0.820,,265c926c04b9,False
neardup,16,32000,23,5200,5200,0.162384,0,9145,19088,19102,sparse,WRONG_NEEDLE,5879522,0.881,,265c926c04b9,False
neardup,16,32000,24,dense,-,-,-,6048,21541,21555,dense,CORRECT,1742541,,,79844889dc99,False
neardup,16,32000,24,1300,1300,0.040608,0,6048,21541,21555,sparse,CORRECT,1742541,0.605,,79844889dc99,False
neardup,16,32000,24,2000,2000,0.062465,0,6048,21541,21555,sparse,CORRECT,1742541,0.656,,79844889dc99,False
neardup,16,32000,24,2600,2600,0.081200,0,6048,21541,21555,sparse,CORRECT,1742541,0.689,,79844889dc99,False
neardup,16,32000,24,3500,3500,0.109302,0,6048,21541,21555,sparse,CORRECT,1742541,0.719,,79844889dc99,False
neardup,16,32000,24,5200,5200,0.162384,0,6048,21541,21555,sparse,CORRECT,1742541,0.783,,79844889dc99,False
neardup,16,32000,25,dense,-,-,-,2715,25546,25560,dense,CORRECT,2216876,,,e94511e7e422,False
neardup,16,32000,25,1300,1300,0.040608,0,2715,25546,25560,sparse,CORRECT,2216876,0.734,,e94511e7e422,False
neardup,16,32000,25,2000,2000,0.062465,0,2715,25546,25560,sparse,CORRECT,2216876,0.789,,e94511e7e422,False
neardup,16,32000,25,2600,2600,0.081200,0,2715,25546,25560,sparse,CORRECT,2216876,0.828,,e94511e7e422,False
neardup,16,32000,25,3500,3500,0.109302,0,2715,25546,25560,sparse,CORRECT,2216876,0.869,,e94511e7e422,False
neardup,16,32000,25,5200,5200,0.162384,0,2715,25546,25560,sparse,CORRECT,2216876,0.938,,e94511e7e422,False
neardup,16,32000,26,dense,-,-,-,7579,11346,11360,dense,CORRECT,1561840,,,290f1e9df1d8,False
neardup,16,32000,26,1300,1300,0.040608,0,7579,11346,11360,sparse,CORRECT,1561840,0.631,,290f1e9df1d8,False
neardup,16,32000,26,2000,2000,0.062465,0,7579,11346,11360,sparse,CORRECT,1561840,0.691,,290f1e9df1d8,False
neardup,16,32000,26,2600,2600,0.081200,0,7579,11346,11360,sparse,CORRECT,1561840,0.727,,290f1e9df1d8,False
neardup,16,32000,26,3500,3500,0.109302,0,7579,11346,11360,sparse,CORRECT,1561840,0.785,,290f1e9df1d8,False
neardup,16,32000,26,5200,5200,0.162384,0,7579,11346,11360,sparse,CORRECT,1561840,0.848,,290f1e9df1d8,False
neardup,16,32000,27,dense,-,-,-,4364,5472,5486,dense,WRONG_NEEDLE,8603618,,,816240f29280,False
neardup,16,32000,27,1300,1300,0.040608,0,4364,5472,5486,sparse,WRONG_NEEDLE,8603618,0.477,,816240f29280,False
neardup,16,32000,27,2000,2000,0.062465,0,4364,5472,5486,sparse,WRONG_NEEDLE,8603618,0.531,,816240f29280,False
neardup,16,32000,27,2600,2600,0.081200,0,4364,5472,5486,sparse,WRONG_NEEDLE,8603618,0.562,,816240f29280,False
neardup,16,32000,27,3500,3500,0.109302,0,4364,5472,5486,sparse,WRONG_NEEDLE,8603618,0.617,,816240f29280,False
neardup,16,32000,27,5200,5200,0.162384,0,4364,5472,5486,sparse,WRONG_NEEDLE,8603618,0.682,,816240f29280,False
neardup,16,32000,28,dense,-,-,-,5980,15346,15360,dense,CORRECT,7938397,,,bfcd0d5e2289,False
neardup,16,32000,28,1300,1300,0.040608,0,5980,15346,15360,sparse,CORRECT,7938397,0.584,,bfcd0d5e2289,False
neardup,16,32000,28,2000,2000,0.062465,0,5980,15346,15360,sparse,CORRECT,7938397,0.631,,bfcd0d5e2289,False
neardup,16,32000,28,2600,2600,0.081200,0,5980,15346,15360,sparse,CORRECT,7938397,0.658,,bfcd0d5e2289,False
neardup,16,32000,28,3500,3500,0.109302,0,5980,15346,15360,sparse,CORRECT,7938397,0.701,,bfcd0d5e2289,False
neardup,16,32000,28,5200,5200,0.162384,0,5980,15346,15360,sparse,CORRECT,7938397,0.744,,bfcd0d5e2289,False
neardup,16,32000,29,dense,-,-,-,9986,13451,13465,dense,WRONG_NEEDLE,7323149,,,9a689ab99693,False
neardup,16,32000,29,1300,1300,0.040608,0,9986,13451,13465,sparse,WRONG_NEEDLE,7323149,0.496,,9a689ab99693,False
neardup,16,32000,29,2000,2000,0.062465,0,9986,13451,13465,sparse,WRONG_NEEDLE,7323149,0.551,,9a689ab99693,False
neardup,16,32000,29,2600,2600,0.081200,0,9986,13451,13465,sparse,WRONG_NEEDLE,7323149,0.584,,9a689ab99693,False
neardup,16,32000,29,3500,3500,0.109302,0,9986,13451,13465,sparse,WRONG_NEEDLE,7323149,0.643,,9a689ab99693,False
neardup,16,32000,29,5200,5200,0.162384,0,9986,13451,13465,sparse,WRONG_NEEDLE,7323149,0.711,,9a689ab99693,False
neardup,16,32000,30,dense,-,-,-,1111,9324,9338,dense,CORRECT,3727985,,,aca31010587f,False
neardup,16,32000,30,1300,1300,0.040608,0,1111,9324,9338,sparse,CORRECT,3727985,0.576,,aca31010587f,False
neardup,16,32000,30,2000,2000,0.062465,0,1111,9324,9338,sparse,CORRECT,3727985,0.635,,aca31010587f,False
neardup,16,32000,30,2600,2600,0.081200,0,1111,9324,9338,sparse,CORRECT,3727985,0.678,,aca31010587f,False
neardup,16,32000,30,3500,3500,0.109302,0,1111,9324,9338,sparse,CORRECT,3727985,0.699,,aca31010587f,False
neardup,16,32000,30,5200,5200,0.162384,0,1111,9324,9338,sparse,CORRECT,3727985,0.766,,aca31010587f,False
neardup,16,32000,31,dense,-,-,-,6099,28301,28315,dense,CORRECT,9009626,,,e12629eae985,False
neardup,16,32000,31,1300,1300,0.040608,0,6099,28301,28315,sparse,CORRECT,9009626,0.799,,e12629eae985,False
neardup,16,32000,31,2000,2000,0.062465,0,6099,28301,28315,sparse,CORRECT,9009626,0.848,,e12629eae985,False
neardup,16,32000,31,2600,2600,0.081200,0,6099,28301,28315,sparse,CORRECT,9009626,0.896,,e12629eae985,False
neardup,16,32000,31,3500,3500,0.109302,0,6099,28301,28315,sparse,CORRECT,9009626,0.926,,e12629eae985,False
neardup,16,32000,31,5200,5200,0.162384,0,6099,28301,28315,sparse,CORRECT,9009626,0.967,,e12629eae985,False
neardup,16,32000,32,dense,-,-,-,1954,20546,20560,dense,CORRECT,1965289,,,01aabe0d5b0e,False
neardup,16,32000,32,1300,1300,0.040608,0,1954,20546,20560,sparse,CORRECT,1965289,0.732,,01aabe0d5b0e,False
neardup,16,32000,32,2000,2000,0.062465,0,1954,20546,20560,sparse,CORRECT,1965289,0.799,,01aabe0d5b0e,False
neardup,16,32000,32,2600,2600,0.081200,0,1954,20546,20560,sparse,CORRECT,1965289,0.838,,01aabe0d5b0e,False
neardup,16,32000,32,3500,3500,0.109302,0,1954,20546,20560,sparse,CORRECT,1965289,0.873,,01aabe0d5b0e,False
neardup,16,32000,32,5200,5200,0.162384,0,1954,20546,20560,sparse,CORRECT,1965289,0.922,,01aabe0d5b0e,False
neardup,16,32000,33,dense,-,-,-,5762,14985,14999,dense,CORRECT,5582818,,,06377d9b27f1,False
neardup,16,32000,33,1300,1300,0.040608,0,5762,14985,14999,sparse,CORRECT,5582818,0.686,,06377d9b27f1,False
neardup,16,32000,33,2000,2000,0.062465,0,5762,14985,14999,sparse,CORRECT,5582818,0.727,,06377d9b27f1,False
neardup,16,32000,33,2600,2600,0.081200,0,5762,14985,14999,sparse,CORRECT,5582818,0.756,,06377d9b27f1,False
neardup,16,32000,33,3500,3500,0.109302,0,5762,14985,14999,sparse,CORRECT,5582818,0.795,,06377d9b27f1,False
neardup,16,32000,33,5200,5200,0.162384,0,5762,14985,14999,sparse,CORRECT,5582818,0.867,,06377d9b27f1,False
neardup,16,32000,34,dense,-,-,-,4885,7019,7033,dense,CORRECT,9157486,,,d05516954f6b,False
neardup,16,32000,34,1300,1300,0.040608,0,4885,7019,7033,sparse,CORRECT,9157486,0.672,,d05516954f6b,False
neardup,16,32000,34,2000,2000,0.062465,0,4885,7019,7033,sparse,CORRECT,9157486,0.719,,d05516954f6b,False
neardup,16,32000,34,2600,2600,0.081200,0,4885,7019,7033,sparse,CORRECT,9157486,0.746,,d05516954f6b,False
neardup,16,32000,34,3500,3500,0.109302,0,4885,7019,7033,sparse,CORRECT,9157486,0.791,,d05516954f6b,False
neardup,16,32000,34,5200,5200,0.162384,0,4885,7019,7033,sparse,CORRECT,9157486,0.844,,d05516954f6b,False
neardup,16,32000,35,dense,-,-,-,7613,13755,13769,dense,CORRECT,1872098,,,321a35dcd007,False
neardup,16,32000,35,1300,1300,0.040608,0,7613,13755,13769,sparse,CORRECT,1872098,0.709,,321a35dcd007,False
neardup,16,32000,35,2000,2000,0.062465,0,7613,13755,13769,sparse,CORRECT,1872098,0.744,,321a35dcd007,False
neardup,16,32000,35,2600,2600,0.081200,0,7613,13755,13769,sparse,CORRECT,1872098,0.777,,321a35dcd007,False
neardup,16,32000,35,3500,3500,0.109302,0,7613,13755,13769,sparse,CORRECT,1872098,0.822,,321a35dcd007,False
neardup,16,32000,35,5200,5200,0.162384,0,7613,13755,13769,sparse,CORRECT,1872098,0.885,,321a35dcd007,False
neardup,16,32000,36,dense,-,-,-,2020,27337,27351,dense,CORRECT,9009077,,,7a5d9bcf680c,False
neardup,16,32000,36,1300,1300,0.040608,0,2020,27337,27351,sparse,CORRECT,9009077,0.803,,7a5d9bcf680c,False
neardup,16,32000,36,2000,2000,0.062465,0,2020,27337,27351,sparse,CORRECT,9009077,0.850,,7a5d9bcf680c,False
neardup,16,32000,36,2600,2600,0.081200,0,2020,27337,27351,sparse,CORRECT,9009077,0.871,,7a5d9bcf680c,False
neardup,16,32000,36,3500,3500,0.109302,0,2020,27337,27351,sparse,CORRECT,9009077,0.906,,7a5d9bcf680c,False
neardup,16,32000,36,5200,5200,0.162384,0,2020,27337,27351,sparse,CORRECT,9009077,0.938,,7a5d9bcf680c,False
neardup,16,32000,37,dense,-,-,-,1347,11236,11250,dense,CORRECT,4080603,,,008581d73a8a,False
neardup,16,32000,37,1300,1300,0.040608,0,1347,11236,11250,sparse,CORRECT,4080603,0.523,,008581d73a8a,False
neardup,16,32000,37,2000,2000,0.062465,0,1347,11236,11250,sparse,CORRECT,4080603,0.555,,008581d73a8a,False
neardup,16,32000,37,2600,2600,0.081200,0,1347,11236,11250,sparse,CORRECT,4080603,0.578,,008581d73a8a,False
neardup,16,32000,37,3500,3500,0.109302,0,1347,11236,11250,sparse,CORRECT,4080603,0.609,,008581d73a8a,False
neardup,16,32000,37,5200,5200,0.162384,0,1347,11236,11250,sparse,CORRECT,4080603,0.662,,008581d73a8a,False
neardup,16,32000,38,dense,-,-,-,8011,24527,24541,dense,CORRECT,8215929,,,84275188d3dc,False
neardup,16,32000,38,1300,1300,0.040608,0,8011,24527,24541,sparse,CORRECT,8215929,0.617,,84275188d3dc,False
neardup,16,32000,38,2000,2000,0.062465,0,8011,24527,24541,sparse,CORRECT,8215929,0.721,,84275188d3dc,False
neardup,16,32000,38,2600,2600,0.081200,0,8011,24527,24541,sparse,CORRECT,8215929,0.770,,84275188d3dc,False
neardup,16,32000,38,3500,3500,0.109302,0,8011,24527,24541,sparse,CORRECT,8215929,0.818,,84275188d3dc,False
neardup,16,32000,38,5200,5200,0.162384,0,8011,24527,24541,sparse,CORRECT,8215929,0.895,,84275188d3dc,False
neardup,16,32000,39,dense,-,-,-,6320,8390,8404,dense,WRONG_NEEDLE,2644726,,,8e0ad3760593,False
