model,mode,K,N,sample,k_eff_target,k_eff_actual,c,window_floored,query_ref,needle_lo,needle_hi,arm,outcome,first_code,needle_in_topk,prompt_hash,oom
meta-llama/Llama-3.2-3B,semantic,16,32000,56,2600,2600,0.081190,0,violet mirror,24828,24842,sparse,CORRECT,6331666,0.875,a6c7598c2db9,False
meta-llama/Llama-3.2-3B,semantic,16,32000,56,3500,3500,0.109288,0,violet mirror,24828,24842,sparse,CORRECT,6331666,0.899,a6c7598c2db9,False
meta-llama/Llama-3.2-3B,semantic,16,32000,56,5200,5200,0.162363,0,violet mirror,24828,24842,sparse,CORRECT,6331666,0.939,a6c7598c2db9,False
meta-llama/Llama-3.2-3B,semantic,16,32000,57,dense,-,-,-,blue floor,23892,23906,dense,CORRECT,2693695,,3e2afe0a8927,False
meta-llama/Llama-3.2-3B,semantic,16,32000,57,1300,1300,0.040603,0,blue floor,23892,23906,sparse,CORRECT,2693695,0.656,3e2afe0a8927,False
meta-llama/Llama-3.2-3B,semantic,16,32000,57,2000,2000,0.062457,0,blue floor,23892,23906,sparse,CORRECT,2693695,0.699,3e2afe0a8927,False
meta-llama/Llama-3.2-3B,semantic,16,32000,57,2600,2600,0.081190,0,blue floor,23892,23906,sparse,CORRECT,2693695,0.735,3e2afe0a8927,False
meta-llama/Llama-3.2-3B,semantic,16,32000,57,3500,3500,0.109288,0,blue floor,23892,23906,sparse,CORRECT,2693695,0.762,3e2afe0a8927,False
meta-llama/Llama-3.2-3B,semantic,16,32000,57,5200,5200,0.162363,0,blue floor,23892,23906,sparse,CORRECT,2693695,0.801,3e2afe0a8927,False
meta-llama/Llama-3.2-3B,semantic,16,32000,58,dense,-,-,-,ivory lantern,25301,25315,dense,CORRECT,2986260,,eedf20bcda46,False
meta-llama/Llama-3.2-3B,semantic,16,32000,58,1300,1300,0.040603,0,ivory lantern,25301,25315,sparse,CORRECT,2986260,0.661,eedf20bcda46,False
meta-llama/Llama-3.2-3B,semantic,16,32000,58,2000,2000,0.062457,0,ivory lantern,25301,25315,sparse,CORRECT,2986260,0.719,eedf20bcda46,False
meta-llama/Llama-3.2-3B,semantic,16,32000,58,2600,2600,0.081190,0,ivory lantern,25301,25315,sparse,CORRECT,2986260,0.743,eedf20bcda46,False
meta-llama/Llama-3.2-3B,semantic,16,32000,58,3500,3500,0.109288,0,ivory lantern,25301,25315,sparse,CORRECT,2986260,0.774,eedf20bcda46,False
meta-llama/Llama-3.2-3B,semantic,16,32000,58,5200,5200,0.162363,0,ivory lantern,25301,25315,sparse,CORRECT,2986260,0.818,eedf20bcda46,False
meta-llama/Llama-3.2-3B,semantic,16,32000,59,dense,-,-,-,green awning,18118,18133,dense,CORRECT,1807419,,dc957e9f2f1c,False
meta-llama/Llama-3.2-3B,semantic,16,32000,59,1300,1300,0.040600,0,green awning,18118,18133,sparse,CORRECT,1807419,0.912,dc957e9f2f1c,False
meta-llama/Llama-3.2-3B,semantic,16,32000,59,2000,2000,0.062453,0,green awning,18118,18133,sparse,CORRECT,1807419,0.945,dc957e9f2f1c,False
meta-llama/Llama-3.2-3B,semantic,16,32000,59,2600,2600,0.081184,0,green awning,18118,18133,sparse,CORRECT,1807419,0.961,dc957e9f2f1c,False
meta-llama/Llama-3.2-3B,semantic,16,32000,59,3500,3500,0.109281,0,green awning,18118,18133,sparse,CORRECT,1807419,0.976,dc957e9f2f1c,False
meta-llama/Llama-3.2-3B,semantic,16,32000,59,5200,5200,0.162353,0,green awning,18118,18133,sparse,CORRECT,1807419,0.987,dc957e9f2f1c,False
meta-llama/Llama-3.2-3B,semantic,16,32000,60,dense,-,-,-,ivory handle,30964,30978,dense,CORRECT,9418874,,c7cdf2997286,False
meta-llama/Llama-3.2-3B,semantic,16,32000,60,1300,1300,0.040603,0,ivory handle,30964,30978,sparse,CORRECT,9418874,0.807,c7cdf2997286,False
meta-llama/Llama-3.2-3B,semantic,16,32000,60,2000,2000,0.062457,0,ivory handle,30964,30978,sparse,CORRECT,9418874,0.856,c7cdf2997286,False
meta-llama/Llama-3.2-3B,semantic,16,32000,60,2600,2600,0.081190,0,ivory handle,30964,30978,sparse,CORRECT,9418874,0.881,c7cdf2997286,False
meta-llama/Llama-3.2-3B,semantic,16,32000,60,3500,3500,0.109288,0,ivory handle,30964,30978,sparse,CORRECT,9418874,0.912,c7cdf2997286,False
meta-llama/Llama-3.2-3B,semantic,16,32000,60,5200,5200,0.162363,0,ivory handle,30964,30978,sparse,CORRECT,9418874,0.943,c7cdf2997286,False
meta-llama/Llama-3.2-3B,semantic,16,32000,61,dense,-,-,-,violet floor,19622,19636,dense,CORRECT,2164650,,4ea6a2d08592,False
meta-llama/Llama-3.2-3B,semantic,16,32000,61,1300,1300,0.040603,0,violet floor,19622,19636,sparse,CORRECT,2164650,0.762,4ea6a2d08592,False
meta-llama/Llama-3.2-3B,semantic,16,32000,61,2000,2000,0.062457,0,violet floor,19622,19636,sparse,CORRECT,2164650,0.815,4ea6a2d08592,False
meta-llama/Llama-3.2-3B,semantic,16,32000,61,2600,2600,0.081190,0,violet floor,19622,19636,sparse,CORRECT,2164650,0.847,4ea6a2d08592,False
meta-llama/Llama-3.2-3B,semantic,16,32000,61,3500,3500,0.109288,0,violet floor,19622,19636,sparse,CORRECT,2164650,0.875,4ea6a2d08592,False
meta-llama/Llama-3.2-3B,semantic,16,32000,61,5200,5200,0.162363,0,violet floor,19622,19636,sparse,CORRECT,2164650,0.909,4ea6a2d08592,False
meta-llama/Llama-3.2-3B,semantic,16,32000,62,dense,-,-,-,amber wall,29784,29798,dense,CORRECT,5243118,,6b8adde3ab21,False
meta-llama/Llama-3.2-3B,semantic,16,32000,62,1300,1300,0.040603,0,amber wall,29784,29798,sparse,CORRECT,5243118,0.963,6b8adde3ab21,False
meta-llama/Llama-3.2-3B,semantic,16,32000,62,2000,2000,0.062457,0,amber wall,29784,29798,sparse,CORRECT,5243118,0.984,6b8adde3ab21,False
meta-llama/Llama-3.2-3B,semantic,16,32000,62,2600,2600,0.081190,0,amber wall,29784,29798,sparse,CORRECT,5243118,0.988,6b8adde3ab21,False
meta-llama/Llama-3.2-3B,semantic,16,32000,62,3500,3500,0.109288,0,amber wall,29784,29798,sparse,CORRECT,5243118,0.996,6b8adde3ab21,False
meta-llama/Llama-3.2-3B,semantic,16,32000,62,5200,5200,0.162363,0,amber wall,29784,29798,sparse,CORRECT,5243118,1.000,6b8adde3ab21,False
meta-llama/Llama-3.2-3B,semantic,16,32000,63,dense,-,-,-,grey shutter,24642,24656,dense,CORRECT,2163851,,02677c5ecb33,False
meta-llama/Llama-3.2-3B,semantic,16,32000,63,1300,1300,0.040603,0,grey shutter,24642,24656,sparse,CORRECT,2163851,0.811,02677c5ecb33,False
meta-llama/Llama-3.2-3B,semantic,16,32000,63,2000,2000,0.062457,0,grey shutter,24642,24656,sparse,CORRECT,2163851,0.854,02677c5ecb33,False
meta-llama/Llama-3.2-3B,semantic,16,32000,63,2600,2600,0.081190,0,grey shutter,24642,24656,sparse,CORRECT,2163851,0.885,02677c5ecb33,False
meta-llama/Llama-3.2-3B,semantic,16,32000,63,3500,3500,0.109288,0,grey shutter,24642,24656,sparse,CORRECT,2163851,0.911,02677c5ecb33,False
meta-llama/Llama-3.2-3B,semantic,16,32000,63,5200,5200,0.162363,0,grey shutter,24642,24656,sparse,CORRECT,2163851,0.946,02677c5ecb33,False
meta-llama/Llama-3.2-3B,semantic,16,32000,64,dense,-,-,-,grey ledge,25413,25427,dense,CORRECT,9278864,,270f97657248,False
meta-llama/Llama-3.2-3B,semantic,16,32000,64,1300,1300,0.040603,0,grey ledge,25413,25427,sparse,CORRECT,9278864,0.763,270f97657248,False
meta-llama/Llama-3.2-3B,semantic,16,32000,64,2000,2000,0.062457,0,grey ledge,25413,25427,sparse,CORRECT,9278864,0.808,270f97657248,False
meta-llama/Llama-3.2-3B,semantic,16,32000,64,2600,2600,0.081190,0,grey ledge,25413,25427,sparse,CORRECT,9278864,0.844,270f97657248,False
meta-llama/Llama-3.2-3B,semantic,16,32000,64,3500,3500,0.109288,0,grey ledge,25413,25427,sparse,CORRECT,9278864,0.869,270f97657248,False
meta-llama/Llama-3.2-3B,semantic,16,32000,64,5200,5200,0.162363,0,grey ledge,25413,25427,sparse,CORRECT,9278864,0.920,270f97657248,False
meta-llama/Llama-3.2-3B,semantic,16,32000,65,dense,-,-,-,olive safe,17224,17238,dense,CORRECT,1778376,,c7d41b1ccbea,False
meta-llama/Llama-3.2-3B,semantic,16,32000,65,1300,1300,0.040603,0,olive safe,17224,17238,sparse,CORRECT,1778376,0.912,c7d41b1ccbea,False
meta-llama/Llama-3.2-3B,semantic,16,32000,65,2000,2000,0.062457,0,olive safe,17224,17238,sparse,CORRECT,1778376,0.945,c7d41b1ccbea,False
meta-llama/Llama-3.2-3B,semantic,16,32000,65,2600,2600,0.081190,0,olive safe,17224,17238,sparse,CORRECT,1778376,0.961,c7d41b1ccbea,False
meta-llama/Llama-3.2-3B,semantic,16,32000,65,3500,3500,0.109288,0,olive safe,17224,17238,sparse,CORRECT,1778376,0.982,c7d41b1ccbea,False
meta-llama/Llama-3.2-3B,semantic,16,32000,65,5200,5200,0.162363,0,olive safe,17224,17238,sparse,CORRECT,1778376,0.999,c7d41b1ccbea,False
meta-llama/Llama-3.2-3B,semantic,16,32000,66,dense,-,-,-,amber gate,6288,6302,dense,CORRECT,3749288,,d87481352cd9,False
meta-llama/Llama-3.2-3B,semantic,16,32000,66,1300,1300,0.040603,0,amber gate,6288,6302,sparse,CORRECT,3749288,0.894,d87481352cd9,False
meta-llama/Llama-3.2-3B,semantic,16,32000,66,2000,2000,0.062457,0,amber gate,6288,6302,sparse,CORRECT,3749288,0.935,d87481352cd9,False
meta-llama/Llama-3.2-3B,semantic,16,32000,66,2600,2600,0.081190,0,amber gate,6288,6302,sparse,CORRECT,3749288,0.961,d87481352cd9,False
meta-llama/Llama-3.2-3B,semantic,16,32000,66,3500,3500,0.109288,0,amber gate,6288,6302,sparse,CORRECT,3749288,0.978,d87481352cd9,False
meta-llama/Llama-3.2-3B,semantic,16,32000,66,5200,5200,0.162363,0,amber gate,6288,6302,sparse,CORRECT,3749288,0.988,d87481352cd9,False
meta-llama/Llama-3.2-3B,semantic,16,32000,67,dense,-,-,-,black wall,7524,7538,dense,CORRECT,5139197,,2d67507af2c8,False
meta-llama/Llama-3.2-3B,semantic,16,32000,67,1300,1300,0.040603,0,black wall,7524,7538,sparse,CORRECT,5139197,0.802,2d67507af2c8,False
meta-llama/Llama-3.2-3B,semantic,16,32000,67,2000,2000,0.062457,0,black wall,7524,7538,sparse,CORRECT,5139197,0.863,2d67507af2c8,False
meta-llama/Llama-3.2-3B,semantic,16,32000,67,2600,2600,0.081190,0,black wall,7524,7538,sparse,CORRECT,5139197,0.896,2d67507af2c8,False
meta-llama/Llama-3.2-3B,semantic,16,32000,67,3500,3500,0.109288,0,black wall,7524,7538,sparse,CORRECT,5139197,0.915,2d67507af2c8,False
meta-llama/Llama-3.2-3B,semantic,16,32000,67,5200,5200,0.162363,0,black wall,7524,7538,sparse,CORRECT,5139197,0.942,2d67507af2c8,False
meta-llama/Llama-3.2-3B,semantic,16,32000,68,dense,-,-,-,amber archway,10872,10887,dense,WRONG_NEEDLE,4819355,,fbab2baa9793,False
meta-llama/Llama-3.2-3B,semantic,16,32000,68,1300,1300,0.040600,0,amber archway,10872,10887,sparse,WRONG_NEEDLE,4819355,0.747,fbab2baa9793,False
meta-llama/Llama-3.2-3B,semantic,16,32000,68,2000,2000,0.062453,0,amber archway,10872,10887,sparse,WRONG_NEEDLE,4819355,0.795,fbab2baa9793,False
meta-llama/Llama-3.2-3B,semantic,16,32000,68,2600,2600,0.081184,0,amber archway,10872,10887,sparse,WRONG_NEEDLE,4819355,0.832,fbab2baa9793,False
meta-llama/Llama-3.2-3B,semantic,16,32000,68,3500,3500,0.109281,0,amber archway,10872,10887,sparse,WRONG_NEEDLE,4819355,0.869,fbab2baa9793,False
meta-llama/Llama-3.2-3B,semantic,16,32000,68,5200,5200,0.162353,0,amber archway,10872,10887,sparse,WRONG_NEEDLE,4819355,0.911,fbab2baa9793,False
meta-llama/Llama-3.2-3B,semantic,16,32000,69,dense,-,-,-,copper shutter,2958,2972,dense,CORRECT,6634172,,f7a48b25a3e7,False
meta-llama/Llama-3.2-3B,semantic,16,32000,69,1300,1300,0.040603,0,copper shutter,2958,2972,sparse,CORRECT,6634172,0.746,f7a48b25a3e7,False
meta-llama/Llama-3.2-3B,semantic,16,32000,69,2000,2000,0.062457,0,copper shutter,2958,2972,sparse,CORRECT,6634172,0.798,f7a48b25a3e7,False
meta-llama/Llama-3.2-3B,semantic,16,32000,69,2600,2600,0.081190,0,copper shutter,2958,2972,sparse,CORRECT,6634172,0.820,f7a48b25a3e7,False
meta-llama/Llama-3.2-3B,semantic,16,32000,69,3500,3500,0.109288,0,copper shutter,2958,2972,sparse,CORRECT,6634172,0.857,f7a48b25a3e7,False
meta-llama/Llama-3.2-3B,semantic,16,32000,69,5200,5200,0.162363,0,copper shutter,2958,2972,sparse,CORRECT,6634172,0.896,f7a48b25a3e7,False
meta-llama/Llama-3.2-3B,semantic,16,32000,70,dense,-,-,-,bronze archway,15737,15752,dense,CORRECT,9149185,,a14638cfa0ac,False
meta-llama/Llama-3.2-3B,semantic,16,32000,70,1300,1300,0.040600,0,bronze archway,15737,15752,sparse,CORRECT,9149185,0.673,a14638cfa0ac,False
meta-llama/Llama-3.2-3B,semantic,16,32000,70,2000,2000,0.062453,0,bronze archway,15737,15752,sparse,CORRECT,9149185,0.735,a14638cfa0ac,False
meta-llama/Llama-3.2-3B,semantic,16,32000,70,2600,2600,0.081184,0,bronze archway,15737,15752,sparse,CORRECT,9149185,0.760,a14638cfa0ac,False
meta-llama/Llama-3.2-3B,semantic,16,32000,70,3500,3500,0.109281,0,bronze archway,15737,15752,sparse,CORRECT,9149185,0.780,a14638cfa0ac,False
meta-llama/Llama-3.2-3B,semantic,16,32000,70,5200,5200,0.162353,0,bronze archway,15737,15752,sparse,CORRECT,9149185,0.838,a14638cfa0ac,False
meta-llama/Llama-3.2-3B,semantic,16,32000,71,dense,-,-,-,blue door,29392,29406,dense,CORRECT,3277354,,a027f4cf8d84,False
meta-llama/Llama-3.2-3B,semantic,16,32000,71,1300,1300,0.040603,0,blue door,29392,29406,sparse,CORRECT,3277354,0.887,a027f4cf8d84,False
meta-llama/Llama-3.2-3B,semantic,16,32000,71,2000,2000,0.062457,0,blue door,29392,29406,sparse,CORRECT,3277354,0.927,a027f4cf8d84,False
meta-llama/Llama-3.2-3B,semantic,16,32000,71,2600,2600,0.081190,0,blue door,29392,29406,sparse,CORRECT,3277354,0.940,a027f4cf8d84,False
meta-llama/Llama-3.2-3B,semantic,16,32000,71,3500,3500,0.109288,0,blue door,29392,29406,sparse,CORRECT,3277354,0.966,a027f4cf8d84,False
meta-llama/Llama-3.2-3B,semantic,16,32000,71,5200,5200,0.162363,0,blue door,29392,29406,sparse,CORRECT,3277354,0.993,a027f4cf8d84,False
meta-llama/Llama-3.2-3B,semantic,16,32000,72,dense,-,-,-,scarlet banister,3471,3487,dense,WRONG_NEEDLE,2113752,,17d1beca0698,False
meta-llama/Llama-3.2-3B,semantic,16,32000,72,1300,1300,0.040597,0,scarlet banister,3471,3487,sparse,WRONG_NEEDLE,2113752,0.768,17d1beca0698,False
meta-llama/Llama-3.2-3B,semantic,16,32000,72,2000,2000,0.062449,0,scarlet banister,3471,3487,sparse,WRONG_NEEDLE,2113752,0.818,17d1beca0698,False
meta-llama/Llama-3.2-3B,semantic,16,32000,72,2600,2600,0.081179,0,scarlet banister,3471,3487,sparse,WRONG_NEEDLE,2113752,0.854,17d1beca0698,False
meta-llama/Llama-3.2-3B,semantic,16,32000,72,3500,3500,0.109275,0,scarlet banister,3471,3487,sparse,WRONG_NEEDLE,2113752,0.888,17d1beca0698,False
meta-llama/Llama-3.2-3B,semantic,16,32000,72,5200,5200,0.162343,0,scarlet banister,3471,3487,sparse,WRONG_NEEDLE,2113752,0.924,17d1beca0698,False
meta-llama/Llama-3.2-3B,semantic,16,32000,73,dense,-,-,-,maroon handle,17757,17772,dense,CORRECT,6118237,,3bcd3848d8d3,False
meta-llama/Llama-3.2-3B,semantic,16,32000,73,1300,1300,0.040600,0,maroon handle,17757,17772,sparse,CORRECT,6118237,0.778,3bcd3848d8d3,False
meta-llama/Llama-3.2-3B,semantic,16,32000,73,2000,2000,0.062453,0,maroon handle,17757,17772,sparse,CORRECT,6118237,0.811,3bcd3848d8d3,False
meta-llama/Llama-3.2-3B,semantic,16,32000,73,2600,2600,0.081184,0,maroon handle,17757,17772,sparse,CORRECT,6118237,0.848,3bcd3848d8d3,False
meta-llama/Llama-3.2-3B,semantic,16,32000,73,3500,3500,0.109281,0,maroon handle,17757,17772,sparse,CORRECT,6118237,0.879,3bcd3848d8d3,False
meta-llama/Llama-3.2-3B,semantic,16,32000,73,5200,5200,0.162353,0,maroon handle,17757,17772,sparse,CORRECT,6118237,0.918,3bcd3848d8d3,False
meta-llama/Llama-3.2-3B,semantic,16,32000,74,dense,-,-,-,blue awning,9547,9562,dense,CORRECT,1789925,,9a3e476cfd39,False
meta-llama/Llama-3.2-3B,semantic,16,32000,74,1300,1300,0.040600,0,blue awning,9547,9562,sparse,CORRECT,1789925,0.713,9a3e476cfd39,False
meta-llama/Llama-3.2-3B,semantic,16,32000,74,2000,2000,0.062453,0,blue awning,9547,9562,sparse,CORRECT,1789925,0.760,9a3e476cfd39,False
meta-llama/Llama-3.2-3B,semantic,16,32000,74,2600,2600,0.081184,0,blue awning,9547,9562,sparse,CORRECT,1789925,0.781,9a3e476cfd39,False
meta-llama/Llama-3.2-3B,semantic,16,32000,74,3500,3500,0.109281,0,blue awning,9547,9562,sparse,CORRECT,1789925,0.821,9a3e476cfd39,False
meta-llama/Llama-3.2-3B,semantic,16,32000,74,5200,5200,0.162353,0,blue awning,9547,9562,sparse,CORRECT,1789925,0.874,9a3e476cfd39,False
meta-llama/Llama-3.2-3B,semantic,16,32000,75,dense,-,-,-,blue cabinet,27943,27957,dense,CORRECT,2934413,,9d5c96128021,False
meta-llama/Llama-3.2-3B,semantic,16,32000,75,1300,1300,0.040603,0,blue cabinet,27943,27957,sparse,CORRECT,2934413,0.911,9d5c96128021,False
meta-llama/Llama-3.2-3B,semantic,16,32000,75,2000,2000,0.062457,0,blue cabinet,27943,27957,sparse,CORRECT,2934413,0.943,9d5c96128021,False
meta-llama/Llama-3.2-3B,semantic,16,32000,75,2600,2600,0.081190,0,blue cabinet,27943,27957,sparse,CORRECT,2934413,0.961,9d5c96128021,False
meta-llama/Llama-3.2-3B,semantic,16,32000,75,3500,3500,0.109288,0,blue cabinet,27943,27957,sparse,CORRECT,2934413,0.970,9d5c96128021,False
meta-llama/Llama-3.2-3B,semantic,16,32000,75,5200,5200,0.162363,0,blue cabinet,27943,27957,sparse,CORRECT,2934413,0.982,9d5c96128021,False
meta-llama/Llama-3.2-3B,semantic,16,32000,76,dense,-,-,-,white carpet,21496,21510,dense,CORRECT,3544455,,4b6022ab4f98,False
meta-llama/Llama-3.2-3B,semantic,16,32000,76,1300,1300,0.040603,0,white carpet,21496,21510,sparse,CORRECT,3544455,0.780,4b6022ab4f98,False
meta-llama/Llama-3.2-3B,semantic,16,32000,76,2000,2000,0.062457,0,white carpet,21496,21510,sparse,CORRECT,3544455,0.851,4b6022ab4f98,False
meta-llama/Llama-3.2-3B,semantic,16,32000,76,2600,2600,0.081190,0,white carpet,21496,21510,sparse,CORRECT,3544455,0.865,4b6022ab4f98,False
meta-llama/Llama-3.2-3B,semantic,16,32000,76,3500,3500,0.109288,0,white carpet,21496,21510,sparse,CORRECT,3544455,0.899,4b6022ab4f98,False
meta-llama/Llama-3.2-3B,semantic,16,32000,76,5200,5200,0.162363,0,white carpet,21496,21510,sparse,CORRECT,3544455,0.930,4b6022ab4f98,False
meta-llama/Llama-3.2-3B,semantic,16,32000,77,dense,-,-,-,navy lantern,610,624,dense,CORRECT,2569904,,6409d0f78054,False
meta-llama/Llama-3.2-3B,semantic,16,32000,77,1300,1300,0.040603,0,navy lantern,610,624,sparse,CORRECT,2569904,0.827,6409d0f78054,False
meta-llama/Llama-3.2-3B,semantic,16,32000,77,2000,2000,0.062457,0,navy lantern,610,624,sparse,CORRECT,2569904,0.866,6409d0f78054,False
meta-llama/Llama-3.2-3B,semantic,16,32000,77,2600,2600,0.081190,0,navy lantern,610,624,sparse,CORRECT,2569904,0.888,6409d0f78054,False
meta-llama/Llama-3.2-3B,semantic,16,32000,77,3500,3500,0.109288,0,navy lantern,610,624,sparse,CORRECT,2569904,0.906,6409d0f78054,False
meta-llama/Llama-3.2-3B,semantic,16,32000,77,5200,5200,0.162363,0,navy lantern,610,624,sparse,CORRECT,2569904,0.936,6409d0f78054,False
meta-llama/Llama-3.2-3B,semantic,16,32000,78,dense,-,-,-,blue fountain,27719,27733,dense,CORRECT,6779673,,2e48add80586,False
meta-llama/Llama-3.2-3B,semantic,16,32000,78,1300,1300,0.040603,0,blue fountain,27719,27733,sparse,CORRECT,6779673,0.923,2e48add80586,False
meta-llama/Llama-3.2-3B,semantic,16,32000,78,2000,2000,0.062457,0,blue fountain,27719,27733,sparse,CORRECT,6779673,0.946,2e48add80586,False
meta-llama/Llama-3.2-3B,semantic,16,32000,78,2600,2600,0.081190,0,blue fountain,27719,27733,sparse,CORRECT,6779673,0.960,2e48add80586,False
meta-llama/Llama-3.2-3B,semantic,16,32000,78,3500,3500,0.109288,0,blue fountain,27719,27733,sparse,CORRECT,6779673,0.976,2e48add80586,False
meta-llama/Llama-3.2-3B,semantic,16,32000,78,5200,5200,0.162363,0,blue fountain,27719,27733,sparse,CORRECT,6779673,0.990,2e48add80586,False
meta-llama/Llama-3.2-3B,semantic,16,32000,79,dense,-,-,-,copper shutter,3446,3460,dense,CORRECT,3769742,,39908d1d9b90,False
meta-llama/Llama-3.2-3B,semantic,16,32000,79,1300,1300,0.040603,0,copper shutter,3446,3460,sparse,CORRECT,3769742,0.719,39908d1d9b90,False
meta-llama/Llama-3.2-3B,semantic,16,32000,79,2000,2000,0.062457,0,copper shutter,3446,3460,sparse,CORRECT,3769742,0.757,39908d1d9b90,False
meta-llama/Llama-3.2-3B,semantic,16,32000,79,2600,2600,0.081190,0,copper shutter,3446,3460,sparse,CORRECT,3769742,0.795,39908d1d9b90,False
meta-llama/Llama-3.2-3B,semantic,16,32000,79,3500,3500,0.109288,0,copper shutter,3446,3460,sparse,CORRECT,3769742,0.830,39908d1d9b90,False
meta-llama/Llama-3.2-3B,semantic,16,32000,79,5200,5200,0.162363,0,copper shutter,3446,3460,sparse,CORRECT,3769742,0.891,39908d1d9b90,False
meta-llama/Llama-3.2-3B,semantic,16,32000,80,dense,-,-,-,maroon gate,9120,9135,dense,WRONG_NEEDLE,4863681,,57aaa6ca1084,False
meta-llama/Llama-3.2-3B,semantic,16,32000,80,1300,1300,0.040600,0,maroon gate,9120,9135,sparse,WRONG_NEEDLE,4863681,0.778,57aaa6ca1084,False
meta-llama/Llama-3.2-3B,semantic,16,32000,80,2000,2000,0.062453,0,maroon gate,9120,9135,sparse,WRONG_NEEDLE,4863681,0.832,57aaa6ca1084,False
meta-llama/Llama-3.2-3B,semantic,16,32000,80,2600,2600,0.081184,0,maroon gate,9120,9135,sparse,WRONG_NEEDLE,4863681,0.863,57aaa6ca1084,False
meta-llama/Llama-3.2-3B,semantic,16,32000,80,3500,3500,0.109281,0,maroon gate,9120,9135,sparse,WRONG_NEEDLE,4863681,0.896,57aaa6ca1084,False
meta-llama/Llama-3.2-3B,semantic,16,32000,80,5200,5200,0.162353,0,maroon gate,9120,9135,sparse,WRONG_NEEDLE,4863681,0.942,57aaa6ca1084,False
meta-llama/Llama-3.2-3B,semantic,16,32000,81,dense,-,-,-,bronze panelling,6198,6213,dense,CORRECT,5906822,,c5eb2937ccd7,False
meta-llama/Llama-3.2-3B,semantic,16,32000,81,1300,1300,0.040600,0,bronze panelling,6198,6213,sparse,CORRECT,5906822,0.778,c5eb2937ccd7,False
meta-llama/Llama-3.2-3B,semantic,16,32000,81,2000,2000,0.062453,0,bronze panelling,6198,6213,sparse,CORRECT,5906822,0.832,c5eb2937ccd7,False
meta-llama/Llama-3.2-3B,semantic,16,32000,81,2600,2600,0.081184,0,bronze panelling,6198,6213,sparse,CORRECT,5906822,0.863,c5eb2937ccd7,False
meta-llama/Llama-3.2-3B,semantic,16,32000,81,3500,3500,0.109281,0,bronze panelling,6198,6213,sparse,CORRECT,5906822,0.909,c5eb2937ccd7,False
meta-llama/Llama-3.2-3B,semantic,16,32000,81,5200,5200,0.162353,0,bronze panelling,6198,6213,sparse,CORRECT,5906822,0.949,c5eb2937ccd7,False
meta-llama/Llama-3.2-3B,semantic,16,32000,82,dense,-,-,-,maroon door,4968,4983,dense,WRONG_NEEDLE,3958808,,b9b4a0523fe1,False
meta-llama/Llama-3.2-3B,semantic,16,32000,82,1300,1300,0.040600,0,maroon door,4968,4983,sparse,WRONG_NEEDLE,3958808,0.647,b9b4a0523fe1,False
meta-llama/Llama-3.2-3B,semantic,16,32000,82,2000,2000,0.062453,0,maroon door,4968,4983,sparse,WRONG_NEEDLE,3958808,0.716,b9b4a0523fe1,False
meta-llama/Llama-3.2-3B,semantic,16,32000,82,2600,2600,0.081184,0,maroon door,4968,4983,sparse,WRONG_NEEDLE,3958808,0.746,b9b4a0523fe1,False
meta-llama/Llama-3.2-3B,semantic,16,32000,82,3500,3500,0.109281,0,maroon door,4968,4983,sparse,WRONG_NEEDLE,3958808,0.786,b9b4a0523fe1,False
meta-llama/Llama-3.2-3B,semantic,16,32000,82,5200,5200,0.162353,0,maroon door,4968,4983,sparse,WRONG_NEEDLE,3958808,0.854,b9b4a0523fe1,False
meta-llama/Llama-3.2-3B,semantic,16,32000,83,dense,-,-,-,crimson clock,21768,21782,dense,WRONG_NEEDLE,4889541,,91d7f9fb505e,False
meta-llama/Llama-3.2-3B,semantic,16,32000,83,1300,1300,0.040603,0,crimson clock,21768,21782,sparse,WRONG_NEEDLE,4889541,0.807,91d7f9fb505e,False
meta-llama/Llama-3.2-3B,semantic,16,32000,83,2000,2000,0.062457,0,crimson clock,21768,21782,sparse,WRONG_NEEDLE,4889541,0.838,91d7f9fb505e,False
meta-llama/Llama-3.2-3B,semantic,16,32000,83,2600,2600,0.081190,0,crimson clock,21768,21782,sparse,WRONG_NEEDLE,4889541,0.866,91d7f9fb505e,False
meta-llama/Llama-3.2-3B,semantic,16,32000,83,3500,3500,0.109288,0,crimson clock,21768,21782,sparse,WRONG_NEEDLE,4889541,0.902,91d7f9fb505e,False
meta-llama/Llama-3.2-3B,semantic,16,32000,83,5200,5200,0.162363,0,crimson clock,21768,21782,sparse,WRONG_NEEDLE,4889541,0.920,91d7f9fb505e,False
meta-llama/Llama-3.2-3B,semantic,16,32000,84,dense,-,-,-,blue lantern,18546,18560,dense,CORRECT,4050394,,269f02a03b42,False
meta-llama/Llama-3.2-3B,semantic,16,32000,84,1300,1300,0.040603,0,blue lantern,18546,18560,sparse,CORRECT,4050394,0.769,269f02a03b42,False
meta-llama/Llama-3.2-3B,semantic,16,32000,84,2000,2000,0.062457,0,blue lantern,18546,18560,sparse,CORRECT,4050394,0.810,269f02a03b42,False
meta-llama/Llama-3.2-3B,semantic,16,32000,84,2600,2600,0.081190,0,blue lantern,18546,18560,sparse,CORRECT,4050394,0.847,269f02a03b42,False
meta-llama/Llama-3.2-3B,semantic,16,32000,84,3500,3500,0.109288,0,blue lantern,18546,18560,sparse,CORRECT,4050394,0.869,269f02a03b42,False
